image_name,tags,preds
test_27.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_28.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_29.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_30.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_31.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_32.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_33.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_34.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_35.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_36.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_37.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_38.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_39.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_40.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary water
test_41.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_42.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_43.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_44.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_45.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_46.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary water
test_47.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_48.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_49.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_50.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_51.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_52.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_53.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_54.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_55.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_56.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_57.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_58.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_59.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_60.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_61.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_62.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_63.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_64.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_65.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_66.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_67.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_68.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_69.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_70.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_71.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_72.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_73.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_74.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_75.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_76.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_77.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_78.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_79.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_80.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_81.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_82.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_83.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_84.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary water
test_85.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_86.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_87.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_88.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_89.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_90.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_91.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_92.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_93.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_94.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_95.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_96.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_97.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_98.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_99.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_100.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_101.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_102.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_103.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_104.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_105.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_106.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_107.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_108.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture partly_cloudy primary road
test_109.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_110.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_111.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_112.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_113.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_114.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_115.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_116.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_117.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_118.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear habitation road
test_119.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_120.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_121.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_122.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_123.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_124.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_125.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_126.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_127.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_128.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_129.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_130.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_131.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_132.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_133.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_134.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_135.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_136.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_137.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_138.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture partly_cloudy primary
test_139.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_140.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_141.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_142.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_143.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_144.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_145.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_146.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_147.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear cultivation primary
test_148.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_149.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_150.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_151.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_152.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road water
test_153.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_154.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_155.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_156.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_157.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary water
test_158.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_159.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_160.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_161.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_162.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_163.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_164.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_165.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_166.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_167.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_168.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_169.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_170.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture partly_cloudy primary
test_171.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_172.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_173.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_174.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_175.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_176.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_177.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_178.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_179.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary water
test_180.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_181.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_182.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_183.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",haze primary
test_184.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_185.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture partly_cloudy primary
test_186.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_187.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_188.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_189.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_190.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_191.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_192.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_193.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_194.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_195.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_196.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_197.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_198.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_199.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_200.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_201.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_202.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_203.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_204.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_205.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_206.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_207.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_208.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_209.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_210.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_211.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_212.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture partly_cloudy primary
test_213.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_214.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_215.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_216.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_217.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_218.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_219.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_220.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_221.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_222.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_223.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_224.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_225.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_226.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_227.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_228.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_229.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_230.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_231.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_232.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_233.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_234.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_235.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_236.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_237.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_238.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_239.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_240.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_241.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_242.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_243.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_244.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_245.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_246.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_247.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_248.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_249.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_250.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear habitation road
test_251.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear habitation road
test_252.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary water
test_253.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_254.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_255.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_256.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_257.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_258.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_259.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_260.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_261.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_262.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear cultivation primary
test_263.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_264.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_265.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_266.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_267.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_268.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_269.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_270.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_271.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_272.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_273.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_274.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road water
test_275.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_276.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_277.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_278.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_279.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_280.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_281.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear
test_282.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_283.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_284.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_285.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_286.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_287.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_288.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_289.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_290.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_291.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_292.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_293.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_294.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_295.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_296.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_297.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_298.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_299.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_300.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_301.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_302.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_303.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_304.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_305.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary road
test_306.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_307.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_308.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_309.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_310.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_311.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_312.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_313.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_314.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_315.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_316.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_317.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_318.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_319.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_320.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_321.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_322.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_323.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_324.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_325.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_326.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_327.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_328.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_329.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_330.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_331.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",haze primary
test_332.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_333.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_334.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_335.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_336.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_337.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_338.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_339.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_340.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_341.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_342.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_343.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_344.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_345.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_346.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_347.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear water
